Player Name	Pos.	Birthdate	Birthplace	Province	Country	Start	End	GP	G	A	Pts	PIM	Yrs.	Lati	Longi
Paul Ysebaert	L	05/15/1966	Sarnia	Ontario	Canada	1988	1999	532	149	187	336	217	11	42.974013	-82.402011
Jason Simon	W	03/21/1969	Sarnia	Ontario	Canada	1993	1997	5	0	0	0	34	2	42.974013	-82.402011
Jamie Fraser	D	11/17/1985	Sarnia	Ontario	Canada	2008	2009	1	0	0	0	0	1	42.974013	-82.402011
Dustin Jeffrey	C	02/27/1988	Sarnia	Ontario	Canada	2008	2013	90	15	12	27	8	5	42.974013	-82.402011
Alex McKinnon		4/17/1895	Sault Ste. Marie	Ontario	Canada	1924	1929	195	19	10	29	230	5	46.521742	-84.346862
Jim McBurney		6/3/1933	Sault Ste. Marie	Ontario	Canada	1952	1953	1	0	1	1	0	1	46.521742	-84.346862
Billy Coutu	D	03/01/1892	Sault Ste. Marie	Ontario	Canada	1917	1927	240	33	18	51	380	10	46.521978	-84.344115
Gerald Munro		11/20/1897	Sault Ste. Marie	Ontario	Canada	1924	1926	33	1	0	1	22	2	46.521978	-84.344115
James "Babe" Donnelly	D	12/22/1895	Sault Ste. Marie	Ontario	Canada	1926	1927	34	0	1	1	14	1	46.521978	-84.344115
Don Grosso	C	04/12/1915	Sault Ste. Marie	Ontario	Canada	1938	1947	332	87	117	204	90	9	46.521978	-84.344115
Joe Klukay	L	11/06/1922	Sault Ste. Marie	Ontario	Canada	1942	1956	566	109	127	236	189	11	46.521978	-84.344115
Marty Pavelich	L	11/06/1927	Sault Ste. Marie	Ontario	Canada	1947	1957	634	93	159	252	454	10	46.521978	-84.344115
Mike Buchanan	D	03/01/1932	Sault Ste. Marie	Ontario	Canada	1951	1952	1	0	0	0	0	1	46.521978	-84.344115
Ron "Chico" Maki	R	08/17/1939	Sault Ste. Marie	Ontario	Canada	1960	1976	841	143	293	436	345	15	46.521978	-84.344115
Matt Ravlich	D	07/12/1938	Sault Ste. Marie	Ontario	Canada	1962	1973	410	12	78	90	364	10	46.521978	-84.344115
Phil Esposito	C	02/20/1942	Sault Ste. Marie	Ontario	Canada	1963	1981	1282	717	873	1590	910	18	46.521978	-84.344115
Gene Ubriaco	L	12/26/1937	Sault Ste. Marie	Ontario	Canada	1967	1970	177	39	35	74	50	3	46.521978	-84.344115
Wayne Maki	L	11/10/1944	Sault Ste. Marie	Ontario	Canada	1967	1973	246	57	79	136	184	6	46.521978	-84.344115
Lou Nanne	D	06/02/1941	Sault Ste. Marie	Ontario	Canada	1967	1978	635	68	157	225	356	11	46.521978	-84.344115
Tony Esposito	G	04/23/1943	Sault Ste. Marie	Ontario	Canada	1968	1984	886	0	25	25	31	16	46.521978	-84.344115
Jerry Korab	D	09/15/1948	Sault Ste. Marie	Ontario	Canada	1970	1985	975	114	341	455	1629	15	46.521978	-84.344115
Jim Wiley	C	04/28/1950	Sault Ste. Marie	Ontario	Canada	1972	1977	62	4	10	14	8	4	46.521978	-84.344115
Guy Delparte	D	08/30/1949	Sault Ste. Marie	Ontario	Canada	1976	1977	48	1	8	9	18	1	46.521978	-84.344115
Mike Zuke	C	04/16/1954	Sault Ste. Marie	Ontario	Canada	1978	1986	455	86	196	282	220	8	46.521978	-84.344115
Fred Perlini	C	04/12/1962	Sault Ste. Marie	Ontario	Canada	1981	1984	8	2	3	5	0	2	46.521978	-84.344115
Ted Nolan	L	04/07/1958	Sault Ste. Marie	Ontario	Canada	1981	1986	78	6	16	22	105	3	46.521978	-84.344115
Ron Francis	C	03/01/1963	Sault Ste. Marie	Ontario	Canada	1981	2004	1731	549	1249	1798	979	23	46.521978	-84.344115
Norm Schmidt	D	01/24/1963	Sault Ste. Marie	Ontario	Canada	1983	1988	125	23	33	56	73	4	46.521978	-84.344115
Dennis Vial	D	04/10/1969	Sault Ste. Marie	Ontario	Canada	1990	1998	242	4	15	19	794	8	46.521978	-84.344115
Paul DiPietro	C	09/08/1970	Sault Ste. Marie	Ontario	Canada	1991	1997	192	31	49	80	96	6	46.521978	-84.344115
Ken Belanger	L	05/14/1974	Sault Ste. Marie	Ontario	Canada	1994	2006	248	11	12	23	695	10	46.521978	-84.344115
Sean Gagnon	D	09/11/1973	Sault Ste. Marie	Ontario	Canada	1997	2001	12	0	1	1	34	3	46.521978	-84.344115
Rico Fata	R	02/12/1980	Sault Ste. Marie	Ontario	Canada	1998	2007	230	27	36	63	104	8	46.521978	-84.344115
Bryan Helmer	D	07/15/1972	Sault Ste. Marie	Ontario	Canada	1998	2009	146	8	18	26	135	7	46.521978	-84.344115
Marty Turco	G	08/13/1975	Sault Ste. Marie	Ontario	Canada	2000	2012	543	0	22	22	168	11	46.521978	-84.344115
Brian Finley	G	07/03/1981	Sault Ste. Marie	Ontario	Canada	2002	2007	4	0	0	0	0	3	46.521978	-84.344115
Cole Jarrett	D	01/04/1983	Sault Ste. Marie	Ontario	Canada	2005	2006	1	0	0	0	0	1	46.521978	-84.344115
Chris Thorburn	R	06/03/1983	Sault Ste. Marie	Ontario	Canada	2005	2013	468	34	52	86	591	8	46.521978	-84.344115
Drew Fata	D	07/28/1983	Sault Ste. Marie	Ontario	Canada	2006	2008	8	1	1	2	9	2	46.521978	-84.344115
Matt D'Agostini	R	10/23/1986	Sault Ste. Marie	Ontario	Canada	2007	2013	267	47	48	95	121	6	46.521978	-84.344115
Tyler Kennedy	L	07/15/1986	Sault Ste. Marie	Ontario	Canada	2007	2013	372	76	92	168	181	6	46.521978	-84.344115
Alvin Fisher	R		Sault Ste.Marie	Ontario	Canada	1924	1925	9	1	0	1	4	1	46.521978	-84.344115
Arthur Duncan	D	07/04/1894	Sault Ste.Marie	Ontario	Canada	1926	1931	157	18	16	34	225	5	46.521978	-84.344115
Mike Marson	F	07/24/1955	Scarborough	Ontario	Canada	1974	1980	196	24	24	48	233	6	43.776935	-79.231481
Tim Young	F	02/22/1955	Scarborough	Ontario	Canada	1975	1985	628	195	341	536	438	10	43.776935	-79.231481
Chris Kotsopoulos	D	11/27/1958	Scarborough	Ontario	Canada	1980	1990	479	44	109	153	827	10	43.776935	-79.231481
Steve Weeks	G	06/30/1958	Scarborough	Ontario	Canada	1980	1993	290	0	7	7	21	13	43.776935	-79.231481
Steve Konroyd	D	02/10/1961	Scarborough	Ontario	Canada	1980	1995	895	41	195	236	863	15	43.776935	-79.231481
Larry Murphy	D	03/08/1961	Scarborough	Ontario	Canada	1980	2001	1615	287	929	1216	1084	21	43.776935	-79.231481
Mark Botell	D	08/27/1961	Scarborough	Ontario	Canada	1981	1982	32	4	10	14	31	1	43.776935	-79.231481
Paul Lawless	L	07/02/1964	Scarborough	Ontario	Canada	1982	1990	238	49	77	126	54	7	43.776935	-79.231481
Derrick Smith	C	01/22/1965	Scarborough	Ontario	Canada	1984	1994	537	82	92	174	373	10	43.776935	-79.231481
Rick Tocchet	R	04/09/1964	Scarborough	Ontario	Canada	1984	2002	1144	440	512	952	2972	18	43.776935	-79.231481
Doug Dadswell	G	02/07/1964	Scarborough	Ontario	Canada	1986	1988	27	0	2	2	2	2	43.776935	-79.231481
Brad Aitken	L	10/30/1967	Scarborough	Ontario	Canada	1987	1991	14	1	3	4	25	2	43.776935	-79.231481
Ron Tugnutt	G	10/22/1967	Scarborough	Ontario	Canada	1987	2004	538	0	7	7	12	16	43.776935	-79.231481
Ken Sabourin	D	04/28/1966	Scarborough	Ontario	Canada	1988	1992	74	2	8	10	201	4	43.776935	-79.231481
Bryan Marchment	D	05/01/1969	Scarborough	Ontario	Canada	1988	2006	926	40	142	182	2307	17	43.776935	-79.231481
Mike Ricci	C	10/27/1971	Scarborough	Ontario	Canada	1990	2007	1099	243	362	605	979	16	43.776935	-79.231481
Iain Fraser	C	08/10/1969	Scarborough	Ontario	Canada	1992	1997	94	23	23	46	31	5	43.776935	-79.231481
Wayne Cowley	G	12/04/1964	Scarborough	Ontario	Canada	1993	1994	1	0	0	0	0	1	43.776935	-79.231481
Wayne Primeau	C	06/04/1976	Scarborough	Ontario	Canada	1994	2010	774	69	125	194	789	15	43.776935	-79.231481
Jamie Ram	G	01/18/1971	Scarborough	Ontario	Canada	1995	1996	1	0	0	0	0	1	43.776935	-79.231481
Steve Guolla	C	03/15/1973	Scarborough	Ontario	Canada	1996	2003	205	40	46	86	60	6	43.776935	-79.231481
Mike Johnson	R	10/03/1974	Scarborough	Ontario	Canada	1996	2008	661	129	246	375	315	11	43.776935	-79.231481
Terry Virtue	D	08/12/1970	Scarborough	Ontario	Canada	1998	2000	5	0	0	0	0	2	43.776935	-79.231481
Jeff Cowan	L	09/27/1976	Scarborough	Ontario	Canada	1999	2008	413	47	34	81	695	8	43.776935	-79.231481
Greg Koehler	C	02/27/1975	Scarborough	Ontario	Canada	2000	2001	1	0	0	0	0	1	43.776935	-79.231481
Brad Tapper	R	04/28/1978	Scarborough	Ontario	Canada	2000	2003	71	14	11	25	72	3	43.776935	-79.231481
Gavin Morgan	C	07/09/1976	Scarborough	Ontario	Canada	2003	2004	6	0	0	0	21	1	43.776935	-79.231481
Nathan Robinson	C	12/31/1981	Scarborough	Ontario	Canada	2003	2006	7	0	0	0	2	2	43.776935	-79.231481
Karl Stewart	L	06/30/1983	Scarborough	Ontario	Canada	2003	2008	69	2	4	6	68	4	43.776935	-79.231481
Chris Durno	L	10/31/1980	Scarborough	Ontario	Canada	2008	2010	43	4	4	8	47	2	43.776935	-79.231481
Wayne Simmonds	R	08/26/1988	Scarborough	Ontario	Canada	2008	2013	367	82	92	174	460	5	43.776935	-79.231481
Devante Smith-Pelly	L	06/14/1992	Scarborough	Ontario	Canada	2011	2013	56	7	6	13	16	2	43.776935	-79.231481
Tyler Toffoli	R	04/24/1992	Scarborough	Ontario	Canada	2012	2013	10	2	3	5	2	1	43.776935	-79.231481
Bill Kitchen	D	10/12/1960	Schomberg	Ontario	Canada	1981	1985	41	1	4	5	40	4	44.000908	-79.683028
Eric "Doc" Prentice	L	08/22/1926	Schumacher	Ontario	Canada	1943	1944	5	0	0	0	4	1	48.476848	-81.29834
Ray Hannigan	R	07/14/1927	Schumacher	Ontario	Canada	1948	1949	3	0	0	0	2	1	48.476848	-81.29834
Gord Hannigan	C	01/19/1929	Schumacher	Ontario	Canada	1952	1956	161	29	31	60	117	4	48.476848	-81.29834
Dean Prentice	L	10/05/1932	Schumacher	Ontario	Canada	1952	1974	1378	391	469	860	484	22	48.476848	-81.29834
Norm Defelice	G	01/19/1933	Schumacher	Ontario	Canada	1956	1957	10	0	0	0	2	1	48.476848	-81.29834
Jim Mair	D	05/15/1946	Schumacher	Ontario	Canada	1970	1975	76	4	15	19	49	5	48.476848	-81.29834
Reg Reid		2/14/1986	Seaforth	Ontario	Canada	1924	1926	40	2	0	2	4	2	43.55342	-81.393467
Ralph "Cooney" Weiland	C	11/05/1905	Seaforth	Ontario	Canada	1928	1939	510	173	160	333	147	11	43.5537	-81.393467
Charlie Mason	R		Seaforth	Ontario	Canada	1934	1939	93	7	18	25	44	3	43.5537	-81.393467
Dave McLlwain	C	06/09/1967	Seaforth	Ontario	Canada	1987	1997	501	100	107	207	292	10	43.5537	-81.393467
Mike Watt	L	03/31/1976	Seaforth	Ontario	Canada	1997	2003	157	15	26	41	41	5	43.5537	-81.393467
Boyd Devereaux	C	04/16/1978	Seaforth	Ontario	Canada	1997	2009	627	67	112	179	205	11	43.5537	-81.393467
Matt Ryan	C	11/12/1983	Sharon	Ontario	Canada	2005	2006	12	0	1	1	2	1	44.099605	-79.437868
Aaron Downey	R	08/27/1974	Shelburne	Ontario	Canada	1999	2009	243	8	10	18	494	9	44.079086	-80.201052
Jack Walker	F	11/29/1888	Silver Mountain	Ontario	Canada	1926	1928	76	5	8	13	18	2	48.260321	-89.896121
Leonard "Red" Kelly	C	07/09/1927	Simcoe	Ontario	Canada	1947	1967	1316	281	542	823	327	20	42.837318	-80.304218
Rick Wamsley	G	05/25/1959	Simcoe	Ontario	Canada	1980	1993	407	0	9	9	52	13	42.837318	-80.304218
Rob Blake	D	12/10/1969	Simcoe	Ontario	Canada	1989	2010	1270	240	537	777	1679	20	42.837318	-80.304218
Jassen Cullimore	D	12/04/1972	Simcoe	Ontario	Canada	1994	2011	812	26	85	111	704	15	42.837318	-80.304218
Ryan VandenBussche	R	02/28/1973	Simcoe	Ontario	Canada	1996	2006	310	10	10	20	702	9	42.837318	-80.304218
Dwayne Roloson	G	10/12/1969	Simcoe	Ontario	Canada	1996	2012	606	0	14	14	96	14	42.837318	-80.304218
Geordie Kinnear	D	07/09/1973	Simcoe	Ontario	Canada	1999	2000	4	0	0	0	13	1	42.837318	-80.304218
George Armstrong	C	07/06/1930	Skead	Ontario	Canada	1949	1971	1188	296	417	713	721	21	46.674212	-80.747469
Don McKenney	C	04/30/1934	Smith Falls	Ontario	Canada	1954	1968	798	237	345	582	211	13	44.903823	-76.021739
Gary McAdam	F	12/31/1955	Smiths Falls	Ontario	Canada	1975	1986	534	96	132	228	243	11	44.903823	-76.021739
Terry Carkner	D	03/07/1966	Smiths Falls	Ontario	Canada	1986	1999	858	42	188	230	1588	13	44.903823	-76.021739
Rob Dopson	G	08/21/1967	Smiths Falls	Ontario	Canada	1993	1994	2	0	0	0	0	1	44.903823	-76.021739
Jean-Paul Parise	L	12/11/1941	Smooth Rock Falls	Ontario	Canada	1965	1979	890	238	356	594	706	14	49.27589	-81.620251
Dick Mattiussi	D	05/01/1938	Smooth Rock Falls	Ontario	Canada	1967	1971	200	8	31	39	124	4	49.27589	-81.620251
Grant Martin	C	03/13/1962	Smooth Rock Falls	Ontario	Canada	1983	1987	44	0	4	4	55	4	49.27589	-81.620251
Lloyd "Red" Doran	C	01/10/1921	South Porcupine	Ontario	Canada	1946	1947	24	3	2	5	10	1	48.48537	-81.210257
Les Costello	L	02/16/1928	South Porcupine	Ontario	Canada	1947	1949	15	2	3	5	11	2	48.48537	-81.210257
George "Dusty" Blair	C	09/15/1929	South Porcupine	Ontario	Canada	1950	1951	2	0	0	0	0	1	48.48537	-81.210257
John McLellan	C	08/06/1928	South Porcupine	Ontario	Canada	1951	1952	2	0	0	0	0	1	48.48537	-81.210257
Murray Costello	C	02/24/1934	South Porcupine	Ontario	Canada	1953	1957	163	13	19	32	54	4	48.48537	-81.210257
Bob Nevin	R	03/18/1938	South Porcupine	Ontario	Canada	1957	1976	1128	307	419	726	211	18	48.48537	-81.210257
Dan Belisle	R	05/09/1937	South Porcupine	Ontario	Canada	1960	1961	4	2	0	2	0	1	48.48537	-81.210257
Don Lever	F	11/14/1952	South Porcupine	Ontario	Canada	1972	1987	1020	313	367	680	593	15	48.48537	-81.210257
Laurie Scott	LW/C	6/19/1900	South River	Ontario	Canada	1926	1928	62	6	3	9	28	2	45.841118	-79.379383
Eric Selleck	L	10/20/1987	Spencerville	Ontario	Canada	2012	2013	2	0	1	1	17	1	44.84332	-75.546255
Andre Benoit	D	06/06/1984	St. Albert	Ontario	Canada	2010	2013	41	3	8	11	14	2	53.630728	-113.625458
Ellard "Obie" O'Brien	D	05/27/1930	St. Catharines	Ontario	Canada	1955	1956	2	0	0	0	0	1	43.159613	-79.243707
Jack Martin	L	11/29/1940	St. Catharines	Ontario	Canada	1960	1961	1	0	0	0	0	1	43.159613	-79.243707
Gerry Cheevers	G	09/02/1940	St. Catharines	Ontario	Canada	1961	1980	418	0	11	11	214	13	43.159613	-79.243707
Doug Robinson	L	08/27/1940	St. Catharines	Ontario	Canada	1963	1971	239	44	67	111	34	7	43.159613	-79.243707
Ray Cullen	C	09/20/1941	St. Catharines	Ontario	Canada	1965	1971	313	92	123	215	120	6	43.159613	-79.243707
Doug Favell	G	04/05/1945	St. Catharines	Ontario	Canada	1967	1979	373	0	8	8	152	12	43.159613	-79.243707
Marv Edwards	G	08/15/1935	St. Catharines	Ontario	Canada	1968	1974	61	0	3	3	34	4	43.159613	-79.243707
Al McDonough	R	06/06/1950	St. Catharines	Ontario	Canada	1970	1978	237	73	88	161	73	5	43.159613	-79.243707
Brian McKenzie	C	03/16/1951	St. Catharines	Ontario	Canada	1971	1972	6	1	1	2	4	1	43.159613	-79.243707
Vic "Skeeter" Teal	C	08/10/1949	St. Catharines	Ontario	Canada	1973	1974	1	0	0	0	0	1	43.159613	-79.243707
Rick Vasko	D	01/12/1957	St. Catharines	Ontario	Canada	1977	1981	31	3	7	10	29	3	43.159613	-79.243707
Garry Lariviere	D	12/06/1954	St. Catharines	Ontario	Canada	1979	1983	219	6	57	63	167	4	43.159613	-79.243707
Mark Plantery	D	08/14/1959	St. Catharines	Ontario	Canada	1980	1981	25	1	5	6	14	1	43.159613	-79.243707
John Gibson	D	06/02/1959	St. Catharines	Ontario	Canada	1980	1984	48	0	2	2	120	3	43.159613	-79.243707
Bob Froese	G	06/30/1958	St. Catharines	Ontario	Canada	1982	1990	242	0	10	10	90	8	43.159613	-79.243707
Brian Bellows	R	09/01/1964	St. Catharines	Ontario	Canada	1982	1999	1188	485	537	1022	718	17	43.159613	-79.243707
Roger Belanger	C	12/01/1965	St. Catharines	Ontario	Canada	1984	1985	44	3	5	8	32	1	43.159613	-79.243707
Mike Millar	R	04/28/1965	St. Catharines	Ontario	Canada	1986	1991	78	18	18	36	12	5	43.159613	-79.243707
Jason Lafreniere	C	12/06/1966	St. Catharines	Ontario	Canada	1986	1994	146	34	53	87	22	5	43.159613	-79.243707
Bill Berg	D	10/21/1967	St. Catharines	Ontario	Canada	1988	1999	546	55	67	122	488	10	43.159613	-79.243707
Rob Robinson	D	04/19/1967	St. Catharines	Ontario	Canada	1991	1992	22	0	1	1	8	1	43.159613	-79.243707
Andy Rymsha	R	12/10/1968	St. Catharines	Ontario	Canada	1991	1992	6	0	0	0	23	1	43.159613	-79.243707
David Cullen	D	12/30/1976	St. Catharines	Ontario	Canada	2000	2002	19	0	0	0	6	2	43.159613	-79.243707
Rob Davison	D	05/01/1980	St. Catharines	Ontario	Canada	2002	2010	219	3	15	18	321	7	43.159613	-79.243707
Andrew Peters	L	05/05/1980	St. Catharines	Ontario	Canada	2003	2010	229	4	3	7	650	6	43.159613	-79.243707
Brandon Nolan	C	07/18/1983	St. Catharines	Ontario	Canada	2007	2008	6	0	1	1	0	1	43.159613	-79.243707
Mike Iggulden	C	11/09/1982	St. Catharines	Ontario	Canada	2007	2009	12	1	4	5	4	2	43.159613	-79.243707
John Scott	L	09/26/1982	St. Catharines	Ontario	Canada	2008	2013	180	1	4	5	305	5	43.159613	-79.243707
Jordan Nolan	C	06/23/1989	St. Catharines	Ontario	Canada	2011	2013	70	4	6	10	74	2	43.159613	-79.243707
Riley Sheahan	C	12/07/1991	St. Catharines	Ontario	Canada	2011	2013	2	0	0	0	4	2	43.159613	-79.243707
Taylor Beck	R	05/13/1991	St. Catharines	Ontario	Canada	2012	2013	16	3	4	7	2	1	43.159613	-79.243707
Bryan McCabe	D	06/08/1975	St. Catherines	Ontario	Canada	1995	2011	1135	145	383	528	1732	15	43.159613	-79.243707
Don Johns	D	12/13/1937	St. George	Ontario	Canada	1960	1968	153	2	21	23	76	6	43.2454	-80.253291
Adam Munro	G	11/12/1982	St. George	Ontario	Canada	2003	2006	17	0	1	1	2	2	43.2454	-80.253291
Francis Wathier	L	12/07/1984	St. Isidore	Ontario	Canada	2009	2013	10	0	0	0	5	4	45.388511	-74.907422
Dan McCarthy	C	07/04/1958	St. Mary's	Ontario	Canada	1980	1981	5	4	0	4	4	1	43.259454	-81.14042
Mark Bell	C	08/05/1980	St. Paul's	Ontario	Canada	2000	2012	450	87	95	182	602	8	53.991284	-111.295105
Jack Valiquette	C	03/18/1956	St. Thomas	Ontario	Canada	1974	1981	350	84	134	218	79	7	42.777761	-81.182008
David Shaw	D	05/25/1964	St. Thomas	Ontario	Canada	1982	1998	769	41	153	194	906	16	42.777761	-81.182008
Cory Emmerton	L	06/01/1988	St. Thomas	Ontario	Canada	2010	2013	121	12	7	19	18	3	42.777761	-81.182008
Rob Ray	R	06/08/1968	Stirling	Ontario	Canada	1989	2004	900	41	50	91	3207	15	44.29584	-77.548933
Ken Doraty	R	06/26/1906	Stittsville	Ontario	Canada	1926	1938	105	15	26	41	24	5	45.25862	-75.920529
Matt Bradley	R	06/13/1978	Stittsville	Ontario	Canada	2000	2012	675	59	90	149	562	11	45.25862	-75.920529
Leo Reise	D		Stoney Creek	Ontario	Canada	1920	1930	223	39	31	70	189	8	43.227162	-79.719297
Leo Reise	D	06/07/1922	Stoney Creek	Ontario	Canada	1945	1954	494	28	81	109	399	9	43.227162	-79.719297
Jack Stoddard	R	09/26/1926	Stoney Creek	Ontario	Canada	1951	1953	80	16	15	31	31	2	43.227162	-79.719297
Tyrone Garner	G	07/27/1978	Stoney Creek	Ontario	Canada	1998	1999	3	0	0	0	0	1	43.227162	-79.719297
Mark Popovic	D	10/11/1982	Stoney Creek	Ontario	Canada	2003	2010	81	2	5	7	20	5	43.227162	-79.719297
Keith Acton	C	04/15/1958	Stouffville	Ontario	Canada	1979	1994	1023	226	358	584	1172	15	43.969598	-79.2389
Michael Del Zotto	D	06/24/1990	Stouffville	Ontario	Canada	2009	2013	250	24	86	110	106	4	43.969598	-79.2389
Al Murray	D	11/10/1908	Stratford	Ontario	Canada	1933	1940	277	5	9	14	163	7	43.36951	-80.981931
Bob McCully	D	02/08/1914	Stratford	Ontario	Canada	1934	1935	1	0	0	0	0	1	43.36951	-80.981931
Jerome "Jud" McAtee	C	05/02/1920	Stratford	Ontario	Canada	1942	1945	46	15	13	28	6	3	43.36951	-80.981931
Frank "Red" Kane	D	01/19/1924	Stratford	Ontario	Canada	1943	1944	2	0	0	0	0	1	43.36951	-80.981931
George "Hully" Gee	C	06/28/1922	Stratford	Ontario	Canada	1945	1954	551	135	183	318	345	9	43.36951	-80.981931
Norm McAtee	W	06/28/1921	Stratford	Ontario	Canada	1946	1947	13	0	1	1	0	1	43.36951	-80.981931
William "Chick" Chalmers	C	01/24/1934	Stratford	Ontario	Canada	1953	1954	1	0	0	0	0	1	43.36951	-80.981931
Nick Libett	L	12/09/1945	Stratford	Ontario	Canada	1967	1981	982	237	268	505	472	14	43.36951	-80.981931
Hank Monteith	L	10/02/1945	Stratford	Ontario	Canada	1968	1971	77	5	12	17	6	3	43.36951	-80.981931
Jim Nahrgang	D	04/17/1951	Stratford	Ontario	Canada	1974	1977	57	5	12	17	34	3	43.36951	-80.981931
Craig Hartsburg	D	06/29/1959	Stratford	Ontario	Canada	1979	1989	570	98	315	413	818	10	43.36951	-80.981931
Pat Murray	L	08/20/1969	Stratford	Ontario	Canada	1990	1992	25	3	1	4	15	2	43.36951	-80.981931
Tim Taylor	C	02/06/1969	Stratford	Ontario	Canada	1993	2007	746	73	94	167	433	13	43.36951	-80.981931
Chris Taylor	C	03/06/1972	Stratford	Ontario	Canada	1994	2004	149	11	21	32	48	8	43.36951	-80.981931
Rem Murray	L	10/09/1972	Stratford	Ontario	Canada	1996	2006	560	94	121	215	161	9	43.36951	-80.981931
Darryl Edestrand	D	11/06/1945	Strathroy	Ontario	Canada	1967	1979	455	34	90	124	404	10	42.95594	-81.623112
Steve McKichan	G	05/29/1967	Strathroy	Ontario	Canada	1990	1991	1	0	0	0	0	1	42.95594	-81.623112
Brian Campbell	D	05/23/1979	Strathroy	Ontario	Canada	1999	2013	756	66	326	392	185	13	42.95594	-81.623112
Andy McDonald	C	08/25/1977	Strathroy	Ontario	Canada	2000	2013	685	182	307	489	280	12	42.95594	-81.623112
Nathan Beaulieu	D	12/05/1992	Strathroy	Ontario	Canada	2012	2013	6	0	2	2	0	1	42.95594	-81.623112
Shep Mayer		9/11/1923	Sturgeon Fall	Ontario	Canada	1942	1943	2	1	2	3	4	1	46.364591	-79.922434
Leo Bourgeault	D	01/17/1904	Sturgeon Falls	Ontario	Canada	1926	1935	305	24	20	44	334	8	46.37312	-79.932047
Gerry McNamara	G	09/22/1934	Sturgeon Falls	Ontario	Canada	1960	1970	7	0	0	0	2	2	46.37312	-79.932047
Dan Frawley	R	06/02/1962	Sturgeon Falls	Ontario	Canada	1983	1989	273	37	40	77	674	6	46.37312	-79.932047
Sammy Rothschild		10/16/1899	Sudbury	Ontario	Canada	1924	1928	102	8	6	14	24	4	46.489941	-81.007726
Don Sylvestri	G	02/06/1961	Sudbury	Ontario	Canada	1984	1985	3	0	0	0	2	1	46.489941	-81.007726
Wilfred "Shorty" Green	R	07/17/1896	Sudbury	Ontario	Canada	1923	1927	103	33	8	41	151	4	46.488995	-81.003606
Red Green	L	12/12/1899	Sudbury	Ontario	Canada	1923	1929	197	59	13	72	261	6	46.488995	-81.003606
George "Shorty" Horne	R	06/27/1904	Sudbury	Ontario	Canada	1925	1929	54	9	3	12	34	3	46.488995	-81.003606
Larry Aurie	R	02/08/1905	Sudbury	Ontario	Canada	1927	1939	489	148	129	277	279	12	46.488995	-81.003606
D'Arcy Coulson	D	02/17/1908	Sudbury	Ontario	Canada	1930	1931	28	0	0	0	103	1	46.488995	-81.003606
Bob Sabourin	L	03/17/1933	Sudbury	Ontario	Canada	1951	1952	1	0	0	0	2	1	46.488995	-81.003606
Bob Wilson	D	02/18/1934	Sudbury	Ontario	Canada	1953	1954	1	0	0	0	0	1	46.488995	-81.003606
Al Arbour	D	11/01/1932	Sudbury	Ontario	Canada	1953	1971	626	12	58	70	617	16	46.488995	-81.003606
Cummy Burton	R	05/12/1936	Sudbury	Ontario	Canada	1955	1959	43	0	2	2	21	3	46.488995	-81.003606
Eddie Shack	F	02/11/1937	Sudbury	Ontario	Canada	1958	1975	1047	239	226	465	1439	17	46.488995	-81.003606
Irv Spencer	D	12/04/1937	Sudbury	Ontario	Canada	1959	1968	230	12	38	50	127	8	46.488995	-81.003606
Wayne Carleton	C	08/04/1946	Sudbury	Ontario	Canada	1965	1972	278	55	73	128	172	7	46.488995	-81.003606
Ed Giacomin	G	06/06/1939	Sudbury	Ontario	Canada	1965	1978	610	0	9	9	66	13	46.488995	-81.003606
Bryan Campbell	C	03/27/1944	Sudbury	Ontario	Canada	1967	1972	260	35	71	106	74	5	46.488995	-81.003606
Gerry Desjardins	G	07/22/1944	Sudbury	Ontario	Canada	1968	1978	331	0	3	3	39	10	46.488995	-81.003606
Gary Croteau	L	06/20/1946	Sudbury	Ontario	Canada	1968	1980	684	144	175	319	143	12	46.488995	-81.003606
Jack Egers	R	01/28/1949	Sudbury	Ontario	Canada	1969	1976	284	64	69	133	154	7	46.488995	-81.003606
Danny Seguin	L	06/07/1948	Sudbury	Ontario	Canada	1970	1974	37	2	6	8	50	2	46.488995	-81.003606
Bob Cook	R	01/06/1946	Sudbury	Ontario	Canada	1970	1975	72	13	9	22	22	4	46.488995	-81.003606
Yvon Labre	D	11/29/1949	Sudbury	Ontario	Canada	1970	1981	371	14	87	101	788	9	46.488995	-81.003606
Floyd Thomson	L	06/14/1949	Sudbury	Ontario	Canada	1971	1980	411	56	97	153	341	8	46.488995	-81.003606
Dave Fortier	D	06/17/1951	Sudbury	Ontario	Canada	1972	1977	205	8	21	29	335	4	46.488995	-81.003606
Bernie MacNeil	C	03/07/1950	Sudbury	Ontario	Canada	1973	1974	4	0	0	0	0	1	46.488995	-81.003606
Bob Sykes	L		Sudbury	Ontario	Canada	1974	1975	2	0	0	0	0	1	46.488995	-81.003606
Roger Wilson	D	09/18/1946	Sudbury	Ontario	Canada	1974	1975	7	0	2	2	6	1	46.488995	-81.003606
John Flesch	L	07/15/1953	Sudbury	Ontario	Canada	1974	1980	124	18	23	41	112	4	46.488995	-81.003606
Grant Mulvey	F	09/17/1956	Sudbury	Ontario	Canada	1974	1984	586	149	135	284	816	10	46.488995	-81.003606
Dave Tataryn	G	07/17/1950	Sudbury	Ontario	Canada	1976	1977	2	0	0	0	0	1	46.488995	-81.003606
